name,date,year_of_production,length_min,age_restriction,country,time,price
Коммерсант,2026-05-15,2025,,18+,Россия,20:00,570
Грация,2026-05-15,2025,131,18+,Италия,21:30,570
Ускользающая красота,2026-05-15,1995,118,16+,"Италия, Франция, Великобритания",21:40,570
Хокум,2026-05-15,2026,107,18+,"Ирландия, ОАЭ, США",22:00,570
Вот это драма!,2026-05-15,2026,106,18+,США,22:05,570
Шурале,2026-05-15,2025,90,18+,Россия,20:00,570
На гребне волны,2026-05-15,1991,120,16+,США,21:20,570
Грация,2026-05-15,2025,131,18+,Италия,21:30,570
Разговор,2026-05-15,1974,113,18+,США,21:55,570
Вот это драма!,2026-05-15,2026,106,18+,США,22:00,570
Хокум,2026-05-15,2026,107,18+,"Ирландия, ОАЭ, США",22:05,570
Коммерсант,2026-05-15,2025,,18+,Россия,20:00,650
Коммерсант,2026-05-15,2025,,18+,Россия,22:00,650
Грация,2026-05-15,2025,131,18+,Италия,21:25,650
Разговор,2026-05-15,1974,113,18+,США,21:55,650
Хокум,2026-05-15,2026,107,18+,"Ирландия, ОАЭ, США",22:05,650
Великая красота,2026-05-15,2013,142,18+,"Италия, Франция",20:00,650
Шурале,2026-05-15,2025,90,18+,Россия,20:45,650
Ускользающая красота,2026-05-15,1995,118,16+,"Италия, Франция, Великобритания",21:05,650
Грация,2026-05-15,2025,131,18+,Италия,21:30,650
Вот это драма!,2026-05-15,2026,106,18+,США,21:40,650
Ангелы Ладоги,2026-05-15,2026,,12+,Россия,20:00,420
Разговор,2026-05-15,1974,113,18+,США,20:50,290
Хокум,2026-05-15,2026,107,18+,"Ирландия, ОАЭ, США",20:05,480
Грация,2026-05-15,2025,131,18+,Италия,21:30,480
Разговор,2026-05-15,1974,113,18+,США,21:50,480
Вот это драма!,2026-05-15,2026,106,18+,США,21:55,480
Шурале,2026-05-15,2025,90,18+,Россия,22:10,480
Вот это драма!,2026-05-15,2026,106,18+,США,20:40,530
Ла-Ла Ленд,2026-05-15,2017,129,16+,США,20:50,470
Сад изящных слов,2026-05-15,2013,46,18+,Япония,21:35,470
Грация,2026-05-15,2025,131,18+,Италия,20:50,520
Вот это драма!,2026-05-15,2026,106,18+,США,21:00,520
Грация,2026-05-15,2025,131,18+,Италия,20:55,540
Ветер крепчает,2026-05-15,2014,126,12+,Япония,21:05,380
Коммерсант,2026-05-15,2025,,18+,Россия,20:55,420
"Дом, который построил Джек",2026-05-15,2018,152,18+,"Дания, Франция, Германия, Швеция",21:05,320
Грация,2026-05-15,2025,131,18+,Италия,21:00,480
Вот это драма!,2026-05-15,2026,106,18+,США,21:45,480
Вот это драма!,2026-05-15,2026,106,18+,США,21:05,450
Полутон,2026-05-15,2025,94,18+,Канада,21:20,290
Хокум,2026-05-15,2026,107,18+,"Ирландия, ОАЭ, США",21:30,580
Ангелы Ладоги,2026-05-15,2026,,12+,Россия,21:10,470
Коммерсант,2026-05-15,2025,,18+,Россия,21:20,470
Олдбой,2026-05-15,2003,120,18+,Южная Корея,21:40,250
Коммерсант,2026-05-15,2025,,18+,Россия,22:00,420
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,09:30,350
Грация,2026-05-16,2025,131,18+,Италия,10:15,350
Грация,2026-05-16,2025,131,18+,Италия,12:55,420
Грация,2026-05-16,2025,131,18+,Италия,17:55,580
Грация,2026-05-16,2025,131,18+,Италия,20:35,580
Вверх по волшебному дереву,2026-05-16,2026,110,6+,Великобритания,10:55,350
Грузовички,2026-05-16,2026,,6+,Россия,13:10,470
Шурале,2026-05-16,2025,90,18+,Россия,14:55,470
Разговор,2026-05-16,1974,113,18+,США,15:35,540
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,16:50,540
Коммерсант,2026-05-16,2025,,18+,Россия,19:00,580
На гребне волны,2026-05-16,1991,120,16+,США,21:10,580
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,09:30,280
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,13:10,330
Мой сосед Тоторо,2026-05-16,2008,86,6+,Япония,10:40,220
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,10:55,280
Ходячий замок,2026-05-16,2004,119,6+,Япония,12:25,290
Вверх по волшебному дереву,2026-05-16,2026,110,6+,Великобритания,14:35,380
2046,2026-05-16,,128,18+,"Китай, Франция, Германия, Гонконг",14:45,290
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,16:50,380
Ускользающая красота,2026-05-16,1995,118,16+,"Италия, Франция, Великобритания",17:10,290
Вот это драма!,2026-05-16,2026,106,18+,США,18:55,440
Разговор,2026-05-16,1974,113,18+,США,19:25,290
Коммерсант,2026-05-16,2025,,18+,Россия,21:00,440
Ветер крепчает,2026-05-16,2014,126,12+,Япония,21:40,290
Вверх по волшебному дереву,2026-05-16,2026,110,6+,Великобритания,09:35,290
Вверх по волшебному дереву,2026-05-16,2026,110,6+,Великобритания,15:00,470
Приключения желтого чемоданчика,2026-05-16,2026,,6+,Россия,09:45,350
Принцесса Мононоке,2026-05-16,2010,134,12+,Япония,10:00,220
Грузовички,2026-05-16,2026,,6+,Россия,11:35,440
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,11:45,350
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,13:15,520
Небесный замок Лапута,2026-05-16,1986,125,12+,Япония,12:30,240
Своя в доску,2026-05-16,2026,90,6+,Россия,13:05,390
Коммерсант,2026-05-16,2025,,18+,Россия,14:35,520
Коммерсант,2026-05-16,2025,,18+,Россия,19:15,470
Посторонний,2026-05-16,2025,122,18+,,14:45,270
Вот это драма!,2026-05-16,2026,106,18+,США,16:30,580
Вот это драма!,2026-05-16,2026,106,18+,США,21:10,470
Любовное настроение,2026-05-16,2000,98,18+,Гонгконг,17:05,290
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,17:15,470
Хокум,2026-05-16,2026,107,18+,"Ирландия, ОАЭ, США",18:40,580
О моем перерождении в слизь: Слезы Синего моря,2026-05-16,2026,105,16+,,18:50,290
Грация,2026-05-16,2025,131,18+,Италия,20:40,580
Разговор,2026-05-16,1974,113,18+,США,20:50,290
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,09:40,320
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,09:50,320
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,17:05,520
Грузовички,2026-05-16,2026,,6+,Россия,11:10,420
Вверх по волшебному дереву,2026-05-16,2026,110,6+,Великобритания,12:10,420
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,12:55,420
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,19:40,520
Грация,2026-05-16,2025,131,18+,Италия,14:30,520
Своя в доску,2026-05-16,2026,90,6+,Россия,15:05,520
Ходячий замок,2026-05-16,2004,119,6+,Япония,17:15,520
Коммерсант,2026-05-16,2025,,18+,Россия,19:25,520
Коммерсант,2026-05-16,2025,,18+,Россия,21:35,520
Шурале,2026-05-16,2025,90,18+,Россия,21:50,520
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,09:50,330
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,10:55,330
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,12:15,440
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,12:45,440
Ускользающая красота,2026-05-16,1995,118,16+,"Италия, Франция, Великобритания",13:45,440
Полутон,2026-05-16,2025,94,18+,Канада,14:55,540
Вверх по волшебному дереву,2026-05-16,2026,110,6+,Великобритания,16:10,540
Разговор,2026-05-16,1974,113,18+,США,17:00,580
Грация,2026-05-16,2025,131,18+,Италия,18:30,580
Коммерсант,2026-05-16,2025,,18+,Россия,19:25,580
Хокум,2026-05-16,2026,107,18+,"Ирландия, ОАЭ, США",21:10,580
Шурале,2026-05-16,2025,90,18+,Россия,21:30,580
Грузовички,2026-05-16,2026,,6+,Россия,10:00,420
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,10:05,420
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,12:25,470
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,17:00,630
Вот это драма!,2026-05-16,2026,106,18+,США,10:30,420
Вот это драма!,2026-05-16,2026,106,18+,США,14:45,550
Вот это драма!,2026-05-16,2026,106,18+,США,22:00,630
Вверх по волшебному дереву,2026-05-16,2026,110,6+,Великобритания,10:55,420
Домовенок Кузя-2,2026-05-16,2026,90,6+,,11:40,470
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,12:45,470
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,16:15,630
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,13:10,550
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,16:55,630
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,20:55,630
Своя в доску,2026-05-16,2026,90,6+,Россия,13:40,550
Своя в доску,2026-05-16,2026,90,6+,Россия,17:55,630
Коммерсант,2026-05-16,2025,,18+,Россия,14:10,550
Коммерсант,2026-05-16,2025,,18+,Россия,17:45,630
Коммерсант,2026-05-16,2025,,18+,Россия,19:50,630
Возвращение кота,2026-05-16,2002,75,0+,Япония,15:15,630
Ускользающая красота,2026-05-16,1995,118,16+,"Италия, Франция, Великобритания",15:40,630
Приключения желтого чемоданчика,2026-05-16,2026,,6+,Россия,19:00,630
Грация,2026-05-16,2025,131,18+,Италия,19:25,630
Разговор,2026-05-16,1974,113,18+,США,19:55,630
Хокум,2026-05-16,2026,107,18+,"Ирландия, ОАЭ, США",22:05,630
Шурале,2026-05-16,2025,90,18+,Россия,22:15,630
Вот это драма!,2026-05-16,2026,106,18+,США,10:00,350
Вот это драма!,2026-05-16,2026,106,18+,США,15:40,540
Вот это драма!,2026-05-16,2026,106,18+,США,19:55,580
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,10:20,350
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,16:55,540
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,19:15,580
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,10:30,350
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,12:15,420
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,15:25,540
Своя в доску,2026-05-16,2026,90,6+,Россия,10:40,350
Своя в доску,2026-05-16,2026,90,6+,Россия,17:00,580
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,12:00,420
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,16:00,540
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,18:05,580
Моя собака — космонавт,2026-05-16,2025,120,6+,,12:35,420
Грация,2026-05-16,2025,131,18+,Италия,12:40,420
Грация,2026-05-16,2025,131,18+,Италия,21:35,580
Коммерсант,2026-05-16,2025,,18+,Россия,13:35,480
Коммерсант,2026-05-16,2025,,18+,Россия,17:50,580
Коммерсант,2026-05-16,2025,,18+,Россия,22:10,580
Приключения желтого чемоданчика,2026-05-16,2026,,6+,Россия,14:05,480
Вверх по волшебному дереву,2026-05-16,2026,110,6+,Великобритания,14:45,480
Разговор,2026-05-16,1974,113,18+,США,19:00,580
Хокум,2026-05-16,2026,107,18+,"Ирландия, ОАЭ, США",20:10,580
Ускользающая красота,2026-05-16,1995,118,16+,"Италия, Франция, Великобритания",21:20,580
Шурале,2026-05-16,2025,90,18+,Россия,22:15,580
Вот это драма!,2026-05-16,2026,106,18+,США,10:00,420
Вот это драма!,2026-05-16,2026,106,18+,США,13:35,550
Вот это драма!,2026-05-16,2026,106,18+,США,17:50,630
Приключения желтого чемоданчика,2026-05-16,2026,,6+,Россия,10:00,420
Приключения желтого чемоданчика,2026-05-16,2026,,6+,Россия,18:25,630
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,10:25,420
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,15:25,630
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,19:40,630
Своя в доску,2026-05-16,2026,90,6+,Россия,10:25,420
Своя в доску,2026-05-16,2026,90,6+,Россия,17:10,630
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,11:00,470
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,14:50,550
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,19:10,630
Моя собака — космонавт,2026-05-16,2025,120,6+,,11:55,470
Моя собака — космонавт,2026-05-16,2025,120,6+,,16:15,630
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,12:10,470
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,13:20,550
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,14:55,550
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,16:30,630
Ходячий замок,2026-05-16,2004,119,6+,Япония,12:25,470
Грация,2026-05-16,2025,131,18+,Италия,12:35,470
Грация,2026-05-16,2025,131,18+,Италия,20:20,630
Вверх по волшебному дереву,2026-05-16,2026,110,6+,Великобритания,14:10,550
Коммерсант,2026-05-16,2025,,18+,Россия,15:50,630
Коммерсант,2026-05-16,2025,,18+,Россия,20:05,630
Коммерсант,2026-05-16,2025,,18+,Россия,22:05,630
Шепот сердца,2026-05-16,1995,111,16+,Япония,17:30,630
Домовенок Кузя-2,2026-05-16,2026,90,6+,,18:00,630
Разговор,2026-05-16,1974,113,18+,США,20:00,630
Ускользающая красота,2026-05-16,1995,118,16+,"Италия, Франция, Великобритания",21:30,630
Хокум,2026-05-16,2026,107,18+,"Ирландия, ОАЭ, США",21:50,630
Шурале,2026-05-16,2025,90,18+,Россия,22:15,630
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,10:00,470
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,14:30,640
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,19:05,740
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,10:00,470
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,13:40,640
Своя в доску,2026-05-16,2026,90,6+,Россия,10:00,470
Своя в доску,2026-05-16,2026,90,6+,Россия,14:25,640
Своя в доску,2026-05-16,2026,90,6+,Россия,17:20,740
Вверх по волшебному дереву,2026-05-16,2026,110,6+,Великобритания,10:10,470
Вверх по волшебному дереву,2026-05-16,2026,110,6+,Великобритания,12:25,570
Вот это драма!,2026-05-16,2026,106,18+,США,10:50,470
Вот это драма!,2026-05-16,2026,106,18+,США,15:20,740
Вот это драма!,2026-05-16,2026,106,18+,США,19:45,740
Домовенок Кузя-2,2026-05-16,2026,90,6+,,11:35,570
Моя собака — космонавт,2026-05-16,2025,120,6+,,12:10,570
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,12:30,570
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,16:55,740
Коммерсант,2026-05-16,2025,,18+,Россия,13:05,640
Коммерсант,2026-05-16,2025,,18+,Россия,17:35,740
Коммерсант,2026-05-16,2025,,18+,Россия,22:05,740
Великая красота,2026-05-16,2013,142,18+,"Италия, Франция",14:40,640
Возвращение кота,2026-05-16,2002,75,0+,Япония,15:15,740
Приключения желтого чемоданчика,2026-05-16,2026,,6+,Россия,16:30,740
TheatreHD: Ноймайер. Стеклянный зверинец,2026-05-16,2024,130,18+,,17:00,800
Небесный замок Лапута,2026-05-16,1986,125,12+,Япония,18:30,740
Грация,2026-05-16,2025,131,18+,Италия,19:20,740
Грация,2026-05-16,2025,131,18+,Италия,21:30,740
Ускользающая красота,2026-05-16,1995,118,16+,"Италия, Франция, Великобритания",19:35,740
На гребне волны,2026-05-16,1991,120,16+,США,21:00,740
Разговор,2026-05-16,1974,113,18+,США,21:55,740
Хокум,2026-05-16,2026,107,18+,"Ирландия, ОАЭ, США",22:00,740
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,10:00,470
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,14:35,640
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,16:55,740
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,10:00,470
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,14:05,640
Своя в доску,2026-05-16,2026,90,6+,Россия,10:00,470
Своя в доску,2026-05-16,2026,90,6+,Россия,15:05,740
Вверх по волшебному дереву,2026-05-16,2026,110,6+,Великобритания,10:40,470
Вверх по волшебному дереву,2026-05-16,2026,110,6+,Великобритания,13:35,640
Коммерсант,2026-05-16,2025,,18+,Россия,11:25,570
Коммерсант,2026-05-16,2025,,18+,Россия,15:45,740
Коммерсант,2026-05-16,2025,,18+,Россия,20:00,740
Коммерсант,2026-05-16,2025,,18+,Россия,22:05,740
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,12:00,570
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,15:30,740
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,19:40,740
Моя собака — космонавт,2026-05-16,2025,120,6+,,12:25,570
Шепот сердца,2026-05-16,1995,111,16+,Япония,12:55,570
Приключения желтого чемоданчика,2026-05-16,2026,,6+,Россия,17:05,740
Хокум,2026-05-16,2026,107,18+,"Ирландия, ОАЭ, США",17:35,740
Вот это драма!,2026-05-16,2026,106,18+,США,17:50,740
Вот это драма!,2026-05-16,2026,106,18+,США,21:45,740
Разговор,2026-05-16,1974,113,18+,США,19:00,740
Грация,2026-05-16,2025,131,18+,Италия,19:15,740
Ускользающая красота,2026-05-16,1995,118,16+,"Италия, Франция, Великобритания",21:20,740
Шурале,2026-05-16,2025,90,18+,Россия,21:55,740
Возвращение кота,2026-05-16,2002,75,0+,Япония,10:00,230
Ждун 2,2026-05-16,2026,,6+,Россия,10:10,280
Лабиринт,2026-05-16,2025,115,16+,Япония,11:40,280
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,12:15,330
Вверх по волшебному дереву,2026-05-16,2026,110,6+,Великобритания,13:45,330
Ускользающая красота,2026-05-16,1995,118,16+,"Италия, Франция, Великобритания",14:00,280
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,16:00,380
Разговор,2026-05-16,1974,113,18+,США,16:15,280
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,18:15,440
Ходячий замок,2026-05-16,2004,119,6+,Япония,18:30,330
Грация,2026-05-16,2025,131,18+,Италия,20:20,440
На гребне волны,2026-05-16,1991,120,16+,США,20:50,330
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,10:00,330
Вверх по волшебному дереву,2026-05-16,2026,110,6+,Великобритания,10:10,330
Грация,2026-05-16,2025,131,18+,Италия,11:25,380
Грация,2026-05-16,2025,131,18+,Италия,16:10,520
Грация,2026-05-16,2025,131,18+,Италия,18:50,540
Вот это драма!,2026-05-16,2026,106,18+,США,12:25,380
Вот это драма!,2026-05-16,2026,106,18+,США,17:00,540
Вот это драма!,2026-05-16,2026,106,18+,США,21:10,540
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,14:05,380
Ускользающая красота,2026-05-16,1995,118,16+,"Италия, Франция, Великобритания",14:40,450
Шурале,2026-05-16,2025,90,18+,Россия,19:15,540
На гребне волны,2026-05-16,1991,120,16+,США,21:30,540
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,10:10,280
Ждун 2,2026-05-16,2026,,6+,Россия,10:25,280
Вверх по волшебному дереву,2026-05-16,2026,110,6+,Великобритания,11:40,370
Своя в доску,2026-05-16,2026,90,6+,Россия,12:25,370
5 сантиметров в секунду,2026-05-16,2008,63,12+,Япония,13:50,370
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,14:25,470
Сад изящных слов,2026-05-16,2013,46,18+,Япония,15:10,470
Унесённые призраками,2026-05-16,2001,125,12+,Япония,16:20,470
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,16:35,470
Коммерсант,2026-05-16,2025,,18+,Россия,18:50,470
Ла-Ла Ленд,2026-05-16,2017,129,16+,США,19:00,470
Падшие ангелы,2026-05-16,,99,18+,Гонконг,21:00,470
Вот это драма!,2026-05-16,2026,106,18+,США,21:25,470
Ведьмина служба доставки,2026-05-16,1989,103,6+,Япония,10:15,250
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,10:45,280
Своя в доску,2026-05-16,2026,90,6+,Россия,12:15,350
На гребне волны,2026-05-16,1991,120,16+,США,12:25,280
Вверх по волшебному дереву,2026-05-16,2026,110,6+,Великобритания,14:20,420
Разговор,2026-05-16,1974,113,18+,США,14:50,320
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,16:35,420
Человек-бензопила. Фильм: История Резе,2026-05-16,2025,99,18+,,17:10,350
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,19:00,440
Патэма наоборот,2026-05-16,2013,98,12+,Япония,19:20,350
Коммерсант,2026-05-16,2025,,18+,Россия,21:05,440
Чунгкингский экспресс,2026-05-16,1994,98,18+,Гонконг,21:20,350
Грузовички,2026-05-16,2026,,6+,Россия,10:20,390
Лео и Тиг. Дорога на Байкал,2026-05-16,2026,65,6+,Россия,12:00,490
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,13:25,550
Семь верст до рассвета,2026-05-16,2026,102,16+,Россия,19:50,630
Своя в доску,2026-05-16,2026,90,6+,Россия,15:30,630
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,17:30,630
Грация,2026-05-16,2025,131,18+,Италия,14:00,650
«Питер FM»,2026-05-16,2006,86,12+,Россия,17:00,650
Цинга,2026-05-16,2025,90,18+,,20:00,650
Ангелы Ладоги,2026-05-16,2026,,12+,Россия,18:30,580
Порко Россо,2026-05-16,2008,94,12+,Япония,18:40,380
Разговор,2026-05-16,1974,113,18+,США,20:25,380
Коммерсант,2026-05-16,2025,,18+,Россия,20:40,580
Вот это драма!,2026-05-16,2026,106,18+,США,22:30,580
Полутон,2026-05-16,2025,94,18+,Канада,22:40,380
Разговор,2026-05-16,1974,113,18+,США,19:15,350
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,09:15,280
Мальчик и птица,2026-05-17,2023,125,16+,Япония,10:05,220
Вверх по волшебному дереву,2026-05-17,2026,110,6+,Великобритания,10:40,280
Пролетая над гнездом кукушки,2026-05-17,1975,133,18+,США,12:25,290
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,12:50,330
Моя собака — космонавт,2026-05-17,2025,120,6+,,14:50,380
Призрак в доспехах,2026-05-17,1995,83,18+,Япония,15:00,290
Олдбой,2026-05-17,2003,120,18+,Южная Корея,16:40,290
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,16:55,380
Чунгкингский экспресс,2026-05-17,1994,98,18+,Гонконг,19:00,290
Коммерсант,2026-05-17,2025,,18+,Россия,19:10,440
Разговор,2026-05-17,1974,113,18+,США,20:55,290
Грация,2026-05-17,2025,131,18+,Италия,21:10,440
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,09:20,280
Моя собака — космонавт,2026-05-17,2025,120,6+,,10:40,280
Рыбка Поньо на утесе,2026-05-17,2009,108,6+,Япония,11:00,280
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,12:45,330
5 сантиметров в секунду,2026-05-17,2008,63,12+,Япония,13:00,280
На гребне волны,2026-05-17,1991,120,16+,США,14:25,280
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,15:00,380
Патэма наоборот,2026-05-17,2013,98,12+,Япония,16:50,280
TheatreHD: Добрый человек из Сезуана,2026-05-17,2024,184,16+,Россия,17:00,800
Шепот сердца,2026-05-17,1995,111,16+,Япония,18:45,330
Грация,2026-05-17,2025,131,18+,Италия,20:35,440
Разговор,2026-05-17,1974,113,18+,США,20:55,330
Грузовички,2026-05-17,2026,,6+,Россия,09:30,350
Грация,2026-05-17,2025,131,18+,Италия,10:10,350
Грация,2026-05-17,2025,131,18+,Италия,12:50,420
Грация,2026-05-17,2025,131,18+,Италия,15:30,540
Грация,2026-05-17,2025,131,18+,Италия,20:30,580
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,11:10,420
Вверх по волшебному дереву,2026-05-17,2026,110,6+,Великобритания,12:35,420
Коммерсант,2026-05-17,2025,,18+,Россия,14:50,470
Шурале,2026-05-17,2025,90,18+,Россия,17:00,580
Разговор,2026-05-17,1974,113,18+,США,18:10,580
Ускользающая красота,2026-05-17,1995,118,16+,"Италия, Франция, Великобритания",18:55,580
Вот это драма!,2026-05-17,2026,106,18+,США,21:15,580
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,09:30,320
Принцесса Мононоке,2026-05-17,2010,134,12+,Япония,09:45,320
Вверх по волшебному дереву,2026-05-17,2026,110,6+,Великобритания,10:55,320
Коммерсант,2026-05-17,2025,,18+,Россия,12:25,420
Коммерсант,2026-05-17,2025,,18+,Россия,21:50,520
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,13:10,420
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,19:00,520
Шурале,2026-05-17,2025,90,18+,Россия,14:35,520
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,15:30,520
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,19:40,520
Унесённые призраками,2026-05-17,2001,125,12+,Япония,16:35,520
Своя в доску,2026-05-17,2026,90,6+,Россия,17:40,520
На гребне волны,2026-05-17,1991,120,16+,США,21:25,520
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,09:30,290
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,15:00,470
Грузовички,2026-05-17,2026,,6+,Россия,09:40,350
Ходячий замок,2026-05-17,2004,119,6+,Япония,10:05,220
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,10:50,290
Приключения желтого чемоданчика,2026-05-17,2026,,6+,Россия,11:20,440
Унесённые призраками,2026-05-17,2001,125,12+,Япония,12:20,240
Вверх по волшебному дереву,2026-05-17,2026,110,6+,Великобритания,12:50,350
Своя в доску,2026-05-17,2026,90,6+,Россия,13:10,520
На гребне волны,2026-05-17,1991,120,16+,США,14:35,270
Вот это драма!,2026-05-17,2026,106,18+,США,15:10,580
Вот это драма!,2026-05-17,2026,106,18+,США,18:35,470
Ангелы Ладоги,2026-05-17,2026,,12+,Россия,16:20,470
Падшие ангелы,2026-05-17,,99,18+,Гонконг,16:45,290
Коммерсант,2026-05-17,2025,,18+,Россия,17:20,580
Коммерсант,2026-05-17,2025,,18+,Россия,20:50,470
Полутон,2026-05-17,2025,94,18+,Канада,18:45,290
Грация,2026-05-17,2025,131,18+,Италия,19:15,580
Ускользающая красота,2026-05-17,1995,118,16+,"Италия, Франция, Великобритания",20:40,290
Хокум,2026-05-17,2026,107,18+,"Ирландия, ОАЭ, США",21:50,580
На гребне волны,2026-05-17,1991,120,16+,США,09:50,280
Ждун 2,2026-05-17,2026,,6+,Россия,10:45,280
Вверх по волшебному дереву,2026-05-17,2026,110,6+,Великобритания,12:20,370
Лео и Тиг. Дорога на Байкал,2026-05-17,2026,65,6+,Россия,12:50,370
Своя в доску,2026-05-17,2026,90,6+,Россия,14:15,470
Коммерсант,2026-05-17,2025,,18+,Россия,14:35,470
Красавица,2026-05-17,2026,,12+,,16:15,470
Чунгкингский экспресс,2026-05-17,1994,98,18+,Гонконг,16:45,470
Семь верст до рассвета,2026-05-17,2026,102,16+,Россия,18:25,470
Принцесса Мононоке,2026-05-17,2010,134,12+,Япония,18:35,470
Шурале,2026-05-17,2025,90,18+,Россия,20:40,470
"Дом, который построил Джек",2026-05-17,2018,152,18+,"Дания, Франция, Германия, Швеция",21:10,470
